,alpha,avgS(r_squared),avgS(r_squared_bm),avgS(t-stat),avgT(abs(ret)),avgT(r_squared),avgT(r_squared_bm),avgT(ret),sharpe(ret_cs),t-stat(abs(ret_cs)),t-stat(ret_cs),t-stat-alpha
Payout_Yield_Cashflow,0.0019518373957096,0.3234271181556027,0.323418409690454,0.0991403977714942,0.0046966779310175,0.0649158725342742,0.0633307123625817,2.4945687555445157e-05,0.0144382580917282,10.048486967818102,0.0330822053043266,0.4995946107845125
Momentum_6M,0.0109724034174432,0.3237908145710424,0.323418409690454,0.0164310763568525,0.0085605283180202,0.0647480584675825,0.0633307123625817,0.002808972164208,0.9389876301085353,10.484983289549128,2.1514909457997797,2.1985376659686127
Acceleration_6M,0.0066981180718056,0.32804740619934,0.323418409690454,-0.0297472264370307,0.0058101663034977,0.0643445849905432,0.0633307123625817,0.0014817992740206,0.6623241942637785,8.638109969026974,1.517575377407201,1.3192575893344491
Qraft_Size,-0.0058413129186847,0.3330918647880629,0.323418409690454,-0.0830096963048205,0.0088733307031596,0.063819559678096,0.0633307082842833,-0.0013108460752978,-0.3895324591159624,9.17888679993334,-0.8925309897705944,-0.8134870061633654
Qraft_RnD_To_Assets,0.0010936141238774,0.3269958177083673,0.323418409690454,-0.1745367446906539,0.0096270189175197,0.0534870764637094,0.0633307082842833,0.0025269776548552,0.7170784193448012,9.64784973495805,1.6430330679334189,0.3234896261656472
Return_On_Net_Operating_Assets,0.0012228330443105,0.3300629921580235,0.323418409690454,0.1021340948415636,0.0040154036744566,0.0997548081107251,0.0633307082842833,0.0011839796082272,0.7278159195639788,7.7221116288638525,1.6676357716979124,0.326917034465175
Tax_Expense_Change,6.351529908158067e-05,0.3257533306671818,0.323418409690454,-0.1716972612823713,,,0.0633307123625817,,,,,0.0321745879949041
ROA_Growth_5Y,-0.0025964685064155,0.3306029262918692,0.323418409690454,0.0024615569992052,0.003559572084416,0.0754744844036819,0.0633307123625817,-0.0003485799108617,-0.2511949136193764,8.694718243117581,-0.5755598529243432,-0.7210620951719291
Cashflow_To_Price,0.0025535297663611,0.3286670032471054,0.323418409690454,-0.1205730479861378,0.0093815352317323,0.0645201240581929,0.0633307123625817,-0.0017602548468493,-0.4783139584272081,8.452771360291944,-1.0959549602233212,0.4710137045753337
Piotroski_Fscore,0.0055170163292098,0.331184338243333,0.323418409690454,0.0019169800685177,0.0046962380466424,0.063829740357345,0.0633307123625817,-0.0007419385612477,-0.3966148789613899,8.234924312591394,-0.9087588522931588,1.2967747845734945
Noncurrent_Operating_Assets_Change,-0.0037905806451463,0.3273597822603183,0.323418409690454,0.042724326483278,0.0044891502035681,0.0627429881966415,0.0633307123625817,0.0010218974952491,0.5958067265791333,8.854732320970678,1.365164712056368,-1.2933221012396034
Net_Debt_Finance,0.0053856417423377,0.3280334071986451,0.323418409690454,0.1337780917136041,0.0030666146270615,0.063019366971175,0.0633307123625817,0.0006996081051162,0.6082272082947142,9.224924241308225,1.3936236108711,2.240035288661521
Qraft_Asset_Turnover,0.0065420765245632,0.3279525992306086,0.323418409690454,0.2223839752964533,0.0034821152182977,0.0635368729509304,0.0633307082842833,0.0009236312931077,0.7541222570232157,10.65470287774852,1.7279111630299149,1.9944106546750768
Gross_Profit_Margin,-0.0009538228621002,0.3233941060693602,0.323418409690454,0.1069228306953512,0.0046918431737465,0.0678726811171397,0.0633307123625817,0.0005502210154263,0.3340407160204802,11.307154461351546,0.7653834331805496,-0.3452620638553197
Cashflow_Volatility,0.0004120297304914,0.3252187974510201,0.323418409690454,0.0616727125184062,0.0041110802086064,0.1209525212159641,0.0633307123625817,0.0001652865025269,0.1071588978448905,9.549505819964525,0.2455318803811256,0.1627803217356139
Net_External_Finance,-0.0020625732066816,0.3296544551077811,0.323418409690454,0.1146339379765868,0.0052423649226201,0.0651619361550701,0.0633307123625817,-0.0004696825555715,-0.212261632582966,7.414586300807543,-0.4863524992231735,-0.6996938190739869
Interest_Coverage,0.0010601232585915,0.3308594792440116,0.323418409690454,-0.0506672228219603,0.0050968860417489,0.0692659865320933,0.0633307123625817,-0.0002560342171117,-0.1101569903960156,6.485192483617616,-0.2524013734091326,0.2910452452397925
CMA,-0.0053029523900766,0.3275777409569658,0.323418409690454,0.1112358406277854,0.0029977569790506,0.0630113039585653,0.0633307123625817,-0.0003296211005782,-0.2573685888919446,7.2384261790323166,-0.5897055200506536,-2.4903279612755385
Cash_To_Price,0.0022312563139161,0.3275545583378905,0.323418409690454,-0.2176138106792162,0.0065754189517987,0.0644171330182364,0.0633307123625817,0.0004730957260558,0.1820036182513678,8.458816423491308,0.4170226786963696,0.6855534668356354
Current_Operating_Assets_Change,-0.0021044436104645,0.3275790758421842,0.323418409690454,0.0711849648172469,0.0037653475437603,0.064427973884406,0.0633307123625817,0.0007768116821602,0.5797734853484208,10.587616235657594,1.3284279412687543,-0.4908882818599013
Outstanding_Shares_Log_Change_5Y,-0.0017073074724915,0.3322845798417198,0.323418409690454,0.1480128941451361,0.0058314685983666,0.0748155300351692,0.0633307123625817,-0.0005704136908408,-0.2588335536718239,9.332240515552748,-0.5930621760477741,-0.5316058912889907
Ken_Fisher_Growth_Score,0.0022483144455261,0.3302582914739795,0.323418409690454,0.0400705377476632,0.0038791212355686,0.0637573486686741,0.0633307123625817,-0.000195089422275,-0.115388154660206,7.009766934536349,-0.2643874765158328,0.5675202919188739
OIBDP_Liabilities,0.0034759887419563,0.3307079050830413,0.323418409690454,-0.1733858178033456,0.007996637368786,0.0661412404826086,0.0633307123625817,0.000429827405207,0.1344560510099973,8.272247466587451,0.3080775156990783,0.74513093022027
Momentum,0.0003090427271461,0.3260847774000792,0.323418409690454,0.0435491750078816,0.0088754601575316,0.0687911315213661,0.0633307123625817,0.0012329625724293,0.3668084718994351,9.224031570931997,0.8404637940151218,0.0872587192816332
Cashflow_To_Debt,0.0034759887419563,0.3307079050830413,0.323418409690454,-0.1733858178033456,0.007996637368786,0.0661412404826086,0.0633307123625817,0.000429827405207,0.1344560510099973,8.272247466587451,0.3080775156990783,0.74513093022027
Value,0.001609002397426,0.3259518717661435,0.323418409690454,0.0972320276277546,0.0091333213317119,0.0650057505919809,0.0633307123625817,-0.0019922692051396,-0.6164506928367652,10.701506763587563,-1.412465981066224,0.3729225552269238
Momentum_36M,-0.0039119512242946,0.3297415045505159,0.323418409690454,-0.1204880060838219,0.0088264481717567,0.0699164981854384,0.0633307123625817,0.0007632279828378,0.2056057252089803,7.466819773207662,0.4711018995432213,-0.7655095749957551
Asset_Illiquidity_EV,-0.0044591156534521,0.3257162926699542,0.323418409690454,0.0918311944757102,0.0072084595476397,0.0666918328714067,0.0633307123625817,-0.0004484292730953,-0.1565154271670881,8.368593635930319,-0.3586218962107644,-1.4227254762577082
SMB,0.0035148997064468,0.3331314380043494,0.323418409690454,0.0806525030565257,0.0088733486181002,0.063819568966301,0.0633307123625817,0.0013107215339205,0.3894954742653272,9.178956871912751,0.8924462468317932,0.4815592808708871
Sales_To_Receivables,0.0010552726587549,0.3267174807243538,0.323418409690454,-0.0307901629220518,0.0044743153896675,0.0688623857568738,0.0633307123625817,0.0008675007952313,0.5430657939213797,10.539637648086911,1.2443200539930055,0.4119733567706697
Noncurrent_Operating_Liabilities_Change,-0.0015899122758093,0.3232438822974523,0.323418409690454,0.0354952939194359,0.0031557590932046,0.0644097560668031,0.0633307123625817,-0.0003043200090004,-0.267304004820539,10.503084477563789,-0.6124704178274805,-0.6035568560575553
Working_Capital_Accruals,0.0065549214086855,0.3257370154953256,0.323418409690454,-0.0860278112992048,0.0041195632766246,0.0646013270071087,0.0633307123625817,-0.000459348330614,-0.3038507154878322,10.012420101608118,-0.696209451844741,1.5832546045319538
RnD_To_Price,0.0127021266600447,0.3273265805834846,0.323418409690454,-0.0028650628169127,0.0091312381276168,0.0503262334688645,0.0633307123625817,0.0011967382631445,0.3558939557497369,9.88672067943864,0.8154554958002169,2.290474354354776
Payout_Ratio,-0.0006275204155187,0.3299493982486616,0.323418409690454,-0.0713123641516827,0.003096852698745,0.062947485795664,0.0633307123625817,-0.0007758472814898,-0.669852645946954,9.218693381823552,-1.5348252272591858,-0.2753773748274529
Quick_Ratio,-0.0065715943710215,0.326552768677229,0.323418409690454,-0.1259239704245826,0.0062083404649537,0.0641808927121399,0.0633307123625817,0.0001433605627811,0.0609927899421949,9.350575130642108,0.1397520383783248,-1.7186270708122326
Operating_Income_To_Sales_0,-0.0018770625206941,0.3306769019523567,0.323418409690454,0.0546483917494325,0.0067165405749655,0.0684715714650109,0.0633307123625817,-0.001151568941241,-0.4206684734163878,7.848382872173369,-0.963872560956058,-0.4266655603447367
Dollar_Trading_Volume_Growth_3M,-0.0067791463234964,0.3302395740453212,0.323418409690454,-0.2354344183984788,0.0055500082512007,0.0641486205465045,0.0633307123625817,-0.0001198314086355,-0.050886206856719,7.366789716448097,-0.1165949473750479,-1.2577735175715137
Equity_Issuance_Yield,-0.0063273723859633,0.3296251625414469,0.323418409690454,0.0539821023923524,0.0030966821812314,0.0631330557180664,0.0633307123625817,-0.0003584275133775,-0.309524023382277,9.5454060689978,-0.7092086332782829,-1.4945132050365288
Quick_Ratio_Growth,-0.0053495928304537,0.3244603468015907,0.323418409690454,-0.0429357824617588,0.002677486119151,0.0638447386380971,0.0633307123625817,-0.0002932002560015,-0.289501088865871,9.29666021853703,-0.6633303267499957,-1.837173254206115
Assets_Growth_5Y,-0.0043617209680756,0.3246870260246405,0.323418409690454,-0.1155528252011025,0.0044959199496161,0.0743598540687086,0.0633307123625817,0.0002371804853627,0.1455820681079455,10.435365096362226,0.3335704234664384,-1.6528861246168598
Dividend_To_Price,0.0005203370270657,0.3279141528458251,0.323418409690454,0.1114780095378536,0.0068578001222883,0.1441189387805958,0.0633307123625817,-0.0026723163077566,-1.0595920833944947,9.017192124977637,-2.4278304639656163,0.1202820818712606
Fixed_Assets_Turnover,-0.0023506829746275,0.326350902078897,0.323418409690454,0.01734269761452,0.0036593705704494,0.0670722577126627,0.0633307123625817,-0.0004277460043895,-0.3141269379969022,9.65893644595436,-0.7197552355977522,-0.8261318672458785
Free_Cash_Flow_To_Assets,0.0086328288179809,0.329277576228672,0.323418409690454,-0.040837953049811,0.0091715685354856,0.0665755458591036,0.0633307123625817,0.0005175312454625,0.1382915979925399,7.932921747540326,0.3168658578886088,1.6557634391803948
Shareholder_Equity_Change,-0.0082910881314835,0.3238312692909689,0.323418409690454,0.0124480693241378,0.0061618775702961,0.0643595087385318,0.0633307123625817,-0.0020432953178471,-0.8138442114147144,7.560424177857439,-1.8647513513547864,-3.700281816048228
Debt_To_Price,-0.001350847201066,0.3264374757176124,0.323418409690454,0.1380645148907817,0.0093606321177151,0.0643709084407027,0.0633307123625817,0.0004972640721094,0.1297966432749142,7.886454414320722,0.2974014713792377,-0.4134782486554302
Long_Term_NOA_Change_0,-0.0009582130987704,0.3280604937613143,0.323418409690454,-0.1627030739762615,0.0020921354288529,0.0626185684277707,0.0633307123625817,0.0005356302178944,0.7041843507926342,9.83172026105006,1.6134890453552917,-0.561707539240643
Market_Value_Growth_3Y,-0.0060422891728103,0.3265771183527592,0.323418409690454,-0.119541319373656,0.0082261487600499,0.0706754286738414,0.0633307123625817,-0.0005904646838198,-0.1750275634790255,7.846189696557552,-0.4010385291731614,-1.5457534584800057
Debt_To_Current_Assets,0.003575775483156,0.3283919636653089,0.323418409690454,0.1146661544460277,0.0053183152064438,0.0641502436267598,0.0633307123625817,-0.0008760985671329,-0.4203325234078056,8.508385740880676,-0.9631028027840336,0.839104601629733
Current_Ratio_Growth_1Y,-0.0065829686042211,0.325793076602945,0.323418409690454,-0.0129547693956537,0.00267661163862,0.0642283951958063,0.0633307123625817,-0.0002594053902928,-0.2550481881967655,9.213835456872308,-0.5843888141365104,-1.8385019233726048
Aiden_Alpha_3,0.0057621121172818,0.3256008452596625,0.323418409690454,0.1034013329068008,0.0069611600760931,0.078337224984275,0.0633307123625817,0.0011947190459632,0.4805058113918671,10.603053110694416,1.1009771262847026,1.6764529203509253
Net_Equity_Finance,-0.0017945735296448,0.3321139700747564,0.323418409690454,-0.0217837649262953,0.0050289684644111,0.0654615427311512,0.0633307123625817,-0.000489977361957,-0.2605938646322311,9.576637453667074,-0.5970955551591375,-0.4812107253754649
Qraft_Book_To_Market,0.0022688035253064,0.3226507627183869,0.323418409690454,-0.0425298682475483,0.0050203552839231,0.0630113868456547,0.0633307082842833,0.0003390264592912,0.1635620534900621,7.745484642353253,0.3747677454703129,0.6931996373666037
Cashflow_To_Assets,-0.0006754281236643,0.3331823397641672,0.323418409690454,-0.1551079760143397,0.0104276121939183,0.0656259945251162,0.0633307123625817,2.069513892953952e-05,0.0049601155914175,8.26990841079094,0.0113650525767007,-0.1560269617979686
Aiden_Value_Quality,-0.0003466968094633,0.3306041109766501,0.323418409690454,0.0180942413126783,0.0073480796522865,0.0682933805093211,0.0633307123625817,-0.0003415217227059,-0.127039304471533,10.176473988365446,-0.2910836144876709,-0.0870172301320995
Long_Term_NOA_Change,0.0011100463156834,0.3239856061544878,0.323418409690454,-0.037205473882493,0.0036501990339958,0.0630541421435502,0.0633307123625817,0.0012836876555013,0.8850259747562866,7.865073645032717,2.02784926066138,0.4311904366064982
Earnings_To_Price,-0.0036004594546975,0.3301093315500769,0.323418409690454,-0.0868081302267894,0.0096217713552811,0.0653045157344339,0.0633307123625817,-0.0026359919568904,-0.806398465207536,11.701733217498129,-1.8476910035548733,-0.6095906553296394
Depreciation_Ratio_Net,-0.003583711342319,0.3246716874470839,0.323418409690454,0.1919086004527889,0.0032884174836452,0.0632109590695977,0.0633307123625817,-0.0008416300334564,-0.7230929481138757,10.523686837887244,-1.656814084610306,-1.4141239552700176
Short_Term_Reversal,0.0014380154025758,0.3275131399848477,0.323418409690454,0.1450770301047818,0.0080838562429321,0.0660139688936175,0.0633307123625817,0.0016926849676421,0.4558127074643345,6.322161062956458,1.0443981173390378,0.2466625390925008
Depreciation_Ratio_Net_Growth,-0.0045633526541376,0.3226919379050535,0.323418409690454,0.0306948312705858,0.0027780771559724,0.0635345988493752,0.0633307123625817,-0.000405172380607,-0.4056434330628402,10.489923516708773,-0.9294458685861088,-1.5314798253977155
Outstanding_Shares_Log_Change_1Y,-0.0037726136450097,0.3306077482752679,0.323418409690454,0.0572072482620648,0.0054272744485572,0.0639886908516162,0.0633307123625817,-4.5712477462992e-05,-0.0215441431846254,8.690333510824768,-0.0493638334632565,-1.125212655270984
CFO_To_Price,-0.0103908120442697,0.3295643440965505,0.323418409690454,-0.1429593371116808,0.0087443922336139,0.0656309270982415,0.0633307123625817,-0.0027949177336228,-0.7726998354994371,7.384232292501462,-1.7704777428280485,-1.5689311199478813
Accrual_Volatility,-0.0021426695897182,0.3307859548746185,0.323418409690454,-0.0580975345668946,0.0055493644167264,0.0790467663087718,0.0633307123625817,-0.0001837386347849,-0.0879342326492931,9.47066663337163,-0.2014826386466214,-0.5008515677986629
Pretax_Profit_Margin,-0.0011769225817994,0.3297617315625051,0.323418409690454,0.0351429336367223,0.0066166557118264,0.0686110839277113,0.0633307123625817,-0.0007141473722499,-0.2524730184066094,7.231521751754278,-0.5784883588911334,-0.2462087746696399
Dollar_Trading_Volume_Volatility_1Y,-0.0053045756994491,0.3318900597198993,0.323418409690454,-0.2294351846460926,0.0118136093272345,0.0684404045086718,0.0633307123625817,-0.0022507542661292,-0.4171821039537315,6.397957314273107,-0.9558842849744552,-1.787678035921057
Qraft_Momentum_1Y,0.0028594046162374,0.3244643729852074,0.323418409690454,-0.0621820192046953,0.0213667018087481,0.0646117938404561,0.0633307082842833,-0.0021550160634025,-0.268884523477504,9.49651235566833,-0.6160918410188964,0.7679573769276093
Earnings_Growth_1Y,-0.0030156369643123,0.3240801829883997,0.323418409690454,0.0434492161996819,0.0030780789398063,0.0634585371417115,0.0633307123625817,-0.0006256809586186,-0.535019931285091,9.024984246701171,-1.2258846667120007,-1.0842766163802569
Current_Ratio_Growth_5Y,-0.0050250544066366,0.3252120425066587,0.323418409690454,-0.053221513819955,0.003219298803489,0.0765142201807187,0.0633307123625817,0.0003743329692775,0.3032113959000284,8.997136411527382,0.6947445866425516,-1.3086588984901983
Earnings_Growth_5Y,-0.0016553504069675,0.3258080580523948,0.323418409690454,-0.0447690789138554,0.0036862767635991,0.0754996446117451,0.0633307123625817,-0.0004559305096844,-0.3190086175621401,8.769847524930084,-0.7309405686608632,-0.520399615566744
Assets_Growth_1Y,-0.0053029523900766,0.3275777409569658,0.323418409690454,0.1112358406277854,0.0029975682117996,0.0630113042699684,0.0633307123625817,-0.000330280167778,-0.2579434287208448,7.240525796832198,-0.591022643564859,-2.4903279612755385
Close_Price,-0.0007250972948865,0.3317345202913392,0.323418409690454,-0.048493704783829,0.0059855201490471,0.0629996108894498,0.0633307123625817,-0.0002518504520295,-0.0988815096766313,7.323500651405054,-0.2265660014623358,-0.1094311306081738
Employee_Growth,-0.0049302546180017,0.3248676651694612,0.323418409690454,-0.1947756923436316,0.0042008028523603,0.0653805974953747,0.0633307123625817,0.0003326484013925,0.2225449943820728,10.948199991580935,0.5099146411446857,-1.6403794864538508
Cashflow_To_EV,0.0036049482378428,0.3324495760387177,0.323418409690454,-0.1894582894973929,0.0105407001328562,0.069174248641205,0.0633307123625817,-0.0026285863307073,-0.7164560279106907,11.04959108448137,-1.6416069900040673,0.7042827835838379
Net_Income_Growth_3Y,-0.0012611964769901,0.3265321173817643,0.323418409690454,-0.0226638057663255,0.0032515365403325,0.0699226431234477,0.0633307123625817,-0.000383975613214,-0.3146775737635393,9.46039443473868,-0.7210169006382344,-0.4171616097328704
Earnings_Growth_3Y,-0.0016020107179278,0.3263813275726501,0.323418409690454,-0.0606651691345892,0.0033857086222905,0.0699256872259646,0.0633307123625817,-0.0004206823613976,-0.3375112093454886,9.907724143620271,-0.7733353323608944,-0.4965719008884591
Net_Noncurrent_Operating_Assets_Change,-0.0029463512065081,0.3271365366664773,0.323418409690454,-0.0012140986844527,0.0042008840000546,0.0626330202440249,0.0633307123625817,0.000591189953101,0.3514439605172231,8.16942958230204,0.8052592758026231,-0.9319208312606636
Sales_Growth_3Y,-0.0033098468359462,0.3279901272656569,0.323418409690454,0.0512594982222008,0.0061894370585121,0.0751815705848566,0.0633307123625817,0.0002932116324085,0.1255845866995859,9.421277530598896,0.2877504373352985,-0.9285489802345568
Earnings_Volatility_5Y,0.0022744590435111,0.3303993645522345,0.323418409690454,-0.1671781221606101,0.0062102590871787,0.0770218221419107,0.0633307123625817,0.0006578839463112,0.263598379322438,8.146381473825205,0.6039797631563774,0.9250809217030496
Earnings_Surprise_1,-0.0025501107118711,0.3318382932727358,0.323418409690454,-0.3291447208986331,0.002337498411425,0.0664530995665968,0.0633307123625817,0.0001735741419184,0.1677224392575699,6.811974260845826,0.3843003868202237,-1.0238493884310902
Capital_Expenditures_To_Assets,0.0037536490975521,0.3240564488045097,0.323418409690454,-0.1638328492831728,0.00402812025427,0.0656415167897602,0.0633307123625817,0.0012290302181272,0.8498311938749273,9.922335916619163,1.9472078869332732,1.4514141081282037
EV_To_EBITDA,-0.0062110694068681,0.3261712457697766,0.323418409690454,0.1858876599029949,0.0089099730713397,0.0975770862065028,0.0633307123625817,0.0023087891461667,0.7466242244695664,11.08657411159391,1.7107310121597443,-1.9941886654343493
David_Dreman_Contrarian_Score,-0.0010213364927626,0.324848367274545,0.323418409690454,-0.0217564978597346,0.0043488354736664,0.0636497131794346,0.0633307123625817,-0.0009552615487768,-0.6056102724819044,10.024473335236411,-1.3876274576455792,-0.2908121778303034
Sector_Neutral_Quality,0.0006337260244933,0.3308837163360483,0.323418409690454,-0.0258757770798109,0.0062753555058611,0.065046498190263,0.0633307123625817,0.0012816738586918,0.5288271950905314,8.703740072315933,1.21169532552677,0.1393252885264494
Net_Operating_Assets,-0.0039938958901202,0.3271207399309931,0.323418409690454,0.1863986622417251,0.0049739920099952,0.0623026798460316,0.0633307123625817,-0.0013666646677766,-0.8103475187714093,11.765782095071833,-1.856739421994816,-1.3824874803000695
Organizational_Capital_To_Assets,-0.0051536276192439,0.3276312045214173,0.323418409690454,-0.1122041855240674,0.008493744063084,0.0692434987877373,0.0633307123625817,0.0030302472105382,0.9095873156961408,8.045146401321862,2.0841263626746303,-1.1213198706579712
Leverage,-5.235721726670664e-05,0.3272919722769202,0.323418409690454,0.0873791892525192,0.0047123669248417,0.0701707066698146,0.0633307123625817,0.000801548600664,0.4087141374476569,7.542870394004834,0.9364817362262364,-0.02111321689071
ROA_Growth_1Y,-0.0033317900346508,0.3259432287016806,0.323418409690454,0.0934764055993722,0.0031143489354588,0.0635698071655353,0.0633307123625817,-0.0007386497223333,-0.6403413536000713,9.469794871704336,-1.4672063617414048,-1.353497051684271
EBIT_To_Assets,-0.0025645906854649,0.3367148353405853,0.323418409690454,-0.1749082097271822,0.0097358433007763,0.065286344217029,0.0633307123625817,-0.0005671350829114,-0.1440417759227324,8.075786764189054,-0.3300411707008945,-0.5175015005903153
Enterprise_Book_To_Price,0.0021309670375541,0.3285128083407522,0.323418409690454,0.1155059662933656,0.0125232423956256,0.06663182316148,0.0633307123625817,-0.0050402499814015,-1.1112555575882337,9.251575998343608,-2.54620635454422,0.8289393333198669
Sales_Growth_Volatility_5Y,0.0025299016011501,0.328663829502239,0.323418409690454,-0.0757987233855758,0.00462819288452,0.0848220496666208,0.0633307123625817,0.0006039299757016,0.3584892142531226,10.188011003603911,0.8214019800700884,0.8088267881891261
OIBDP_Margin,0.0005834948197699,0.3286429707524121,0.323418409690454,0.1021219195882559,0.0068962378725422,0.0685238538821912,0.0633307123625817,-0.0007586644830956,-0.2885916076263169,9.129486721678417,-0.6612464434382963,0.1333229375473846
ROA_Growth_3Y,-0.001569559576767,0.3246926414621171,0.323418409690454,0.0670557744075295,0.0030299749504796,0.0698656751595178,0.0633307123625817,-0.000474821079499,-0.4034708113159622,8.687138676938199,-0.924467766780321,-0.5613173084646639
Qraft_ROE,0.0019007510599784,0.3318488406312124,0.323418409690454,-0.0475367688937251,0.0070136450119091,0.0637867137794265,0.0633307082842833,-0.0006831070154777,-0.2305916686167455,7.400482221858192,-0.5283518880312048,0.6352007808657324
Percent_Operating_Accruals,-0.0070627192661856,0.3260076319572915,0.323418409690454,-0.0622189598305684,0.002702525293434,0.0634843481298617,0.0633307123625817,-0.000712624978229,-0.7515041058792395,10.732470843607356,-1.7219122251308616,-3.328903132359835
